park_name,park_code,State,Latitude,Longitude,Acres,category,common_names,scientific_name,observations,conservation_status
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Surf Scoter,Melanitta perspicillata,132,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Bird Knotweed,Polygonum aviculare,231,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Prostrate Knotweed, Yard Knotweed",Polygonum aviculare,231,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Bohemian Waxwing,Bombycilla garrulus,62,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Bulbostylis, Dense-Tuft Hair-Sedge",Bulbostylis capillaris,262,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Densetuft Hairsedge, Threadleaf Beakseed",Bulbostylis capillaris,262,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Subalpine Fleabane,Erigeron peregrinus var. callianthemus,156,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,American Alpine Speedwell,Veronica wormskjoldii,112,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Flathead Catfish,Pylodictis olivaris,89,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Common Tern,Sterna hirundo,109,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Greenleaf Willow,Salix lasiandra var. caudata,124,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Silver Hairgrass,Aira caryophyllea,222,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Least Flycatcher,Empidonax minimus,120,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Reptile,Northern Pacific Rattlesnake,Crotalus oreganus oreganus,114,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Rhombie Leaf Alder, White Alder",Alnus rhombifolia,168,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Alpine Violet,Viola labradorica,216,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Bastard Toadflax,Comandra umbellata,42,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Prickly Lettuce,Lactuca serriola,121,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"China Lettuce, Prickly Lettuce, Wild Lettuce",Lactuca serriola,121,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Alpine Nerve Sedge, Alpine Nerved Sedge, Alpinenerved Sedge",Carex neurophora,55,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Drew's Silky Lupine,Lupinus adsurgens,253,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Western Jumping Mouse,Zapus princeps,80,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Fish,Whitetail Shiner,Cyprinella galacturus,143,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Large Periwinkle,Vinca major,74,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",Vinca major,74,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Connecticut Warbler,Oporornis agilis,92,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Slender Bird's Beak, Slender Bird'sbeak",Cordylanthus tenuis ssp. tenuis,91,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Small's Ragwort,Packera anonyma,110,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Greenfin Darter,Etheostoma chlorobranchium,256,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Branched Scorpion-Weed, Branching Phacelia",Phacelia ramosissima,245,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Bulblet Fern,Cystopteris bulbifera,184,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Hairy-Pod Hedgemustard, Hedge-Mustard",Sisymbrium officinale,107,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Sisymbrium officinale,107,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Wyeth Biscuitroot,Lomatium ambiguum,98,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Violet Wood-Sorrel,Oxalis violacea,234,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel",Oxalis violacea,234,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Narrow-Leaved Black-Eyed Susan,Rudbeckia hirta var. pulcherrima,124,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Blackeyed Susan, Pinewoods Coneflower",Rudbeckia hirta var. pulcherrima,124,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Golden Chamomile,Anthemis tinctoria,270,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Logperch,Percina caprodes,228,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,American Basswood,Tilia americana,139,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Western Swordfern,Polystichum munitum,115,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Shrubby Lespedeza,Lespedeza frutescens,141,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Pinnate Prairie Coneflower,Ratibida pinnata,113,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Field Paspalum,Paspalum laeve,75,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",Epilobium ciliatum,149,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Pipsissewa, Prince's Pine",Chimaphila umbellata,73,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Woodland Muhly,Muhlenbergia sylvatica,129,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Stonecrop, Stringy Stonecrop",Sedum sarmentosum,238,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Bearded Wheatgrass, Rye Grass, Slender Wheatgrass, Wheatgrass",Elymus trachycaulus var. trachycaulus,272,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Western Waterweed,Elodea nuttallii,99,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Waterweed,Elodea nuttallii,99,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Cliff Swallow,Petrochelidon pyrrhonota,194,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,"American Cliff Swallow, Cliff Swallow",Petrochelidon pyrrhonota,194,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Amphibian,Northern Red Salamander,Pseudotriton ruber ruber,183,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Smooth Rockcress,Arabis laevigata,266,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Moss Phlox,Phlox subulata,119,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Payson Sedge, Payson's Sedge",Carex paysonis,272,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",Sisyrinchium elmeri,90,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Inyo Rockcress,Arabis inyoensis,156,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Longbeak Arrowhead,Sagittaria australis,262,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Eastern Fox Squirrel, Fox Squirrel",Sciurus niger,254,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Entireleaf Thelypody, Entire-Leaf Thelypody, Entireleaved Thelypody, Smoothleaved Thelypody",Thelypodium integrifolium,128,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Bluegrass, Scribner Bluegrass",Poa trivialis,161,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Rough Bluegrass,Poa trivialis,161,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Reptile,Midland Brown Snake,Storeria dekayi wrightorum,75,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Aurochs, Aurochs, Domestic Cattle (Feral), Domesticated Cattle",Bos taurus,235,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,American Bittern,Botaurus lentiginosus,225,Species of Concern
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Incense Cedar,Calocedrus decurrens,60,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Hansen's Spikemoss,Selaginella hansenii,57,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Goat's Rue, Goat's-Rue",Tephrosia virginiana,118,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Narrowfruit Sedge,Carex specifica,69,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Little Sweet Trillium, Sessile-Flowered Maroon Trillium",Trillium cuneatum,231,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,Gray Wolf,Canis lupus,15,Endangered
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"Gray Wolf, Wolf",Canis lupus,15,In Recovery
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"Gray Wolf, Wolf",Canis lupus,15,Endangered
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Few-Seeded Rush, Naked-Fruited Rush",Juncus gymnocarpus,286,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Spotfin Chub,Erimonax monachus,46,Threatened
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,White Snakeroot,Ageratina altissima,254,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Fir Mistletoe,Phoradendron pauciflorum,242,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",Castilleja lemmonii,118,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Sicklekeel Lupine,Lupinus albicaulis,175,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Trifoliate Orange,Poncirus trifoliata,124,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"English Plantain, Ribgrass",Plantago lanceolata,119,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Buckhorn Plantain, English Plantain, Lanceleaf Indianwheat, Lanceleaf Plantain, Narrowleaf Plantain, Ribgrass, Ribwort",Plantago lanceolata,119,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mexican Rush,Juncus mexicanus,243,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Diphyscium Moss,Diphyscium foliosum,95,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Chickweed, Longstalk Starwort",Stellaria longipes var. longipes,173,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bermuda Grass, Bermuda-Grass",Cynodon dactylon,63,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bermudagrass, Chiendent Pied-De-Poule, Common Bermudagrass, Devilgrass, Grama-Seda, Manienie, Motie Molulu",Cynodon dactylon,63,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Say's Phoebe,Sayornis saya,224,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Canyon Wren,Catherpes mexicanus,75,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Amphibian,"Appalachian Salamander, Jordan's Salamander",Plethodon jordani,43,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"A St. John's-Wort, Common St. John's-Wort",Hypericum perforatum,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common St. John's Wort, Common St. Johnswort, Klamath Weed, Klamathweed, St. John's Wort, St. Johnswort",Hypericum perforatum,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Pacific Fescue,Vulpia microstachys var. pauciflora,56,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Girgensohn's Sphagnum,Sphagnum girgensohnii,225,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Pencil Flower, Pencilflower",Stylosanthes biflora,140,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Willow Oak,Quercus phellos,125,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Leskea Moss,Leskea gracilescens,57,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Carolina Elephant-Foot, Carolina Tobaccoweed",Elephantopus carolinianus,160,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Green Woodland Orchid, Small Green Woodland Orchis",Platanthera clavellata,306,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Utah Snowberry,Symphoricarpos oreophilus var. utahensis,80,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Amphibian,Bullfrog,Lithobates catesbeianus,267,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,California Needlegrass,Achnatherum occidentale ssp. californicum,93,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Amphibian,American Bullfrog,Rana catesbeiana,123,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Amphibian,"American Bullfrog, Bullfrog",Rana catesbeiana,123,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,California Pocket Mouse,Chaetodipus californicus,145,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bloomer's Goldenbush, Rabbitbush",Ericameria bloomeri,94,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Bull Mallow,Malva nicaeensis,269,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Amphibian,Sierra Nevada Ensatina,Ensatina eschscholtzii platensis,173,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Ross Sedge, Ross' Sedge, Ross's Sedge, Shortstemmed Sedge",Carex rossii,162,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Beauty-Berry, French Mulberry",Callicarpa americana,44,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Branched Scorpion-Weed, Branching Phacelia",Phacelia ramosissima,86,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Dwarf Alpinegold,Hulsea nana,238,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Oersted's Atrichum Moss,Atrichum oerstedianum,244,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Trident Maple,Acer rubrum var. trilobum,110,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Summer Phlox,Phlox paniculata,120,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Slender Cottongrass, Slender Cotton-Grass, Slender Cottonsedge",Eriophorum gracile,100,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Drops Of Gold,Disporum hookeri,139,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Pink Azalea, Pinxter-Bush",Rhododendron periclymenoides,70,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,"Human, Humans, Man",Homo sapiens,102,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Black-Crowned Night-Heron,Nycticorax nycticorax,125,Species of Concern
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Black-Crowned Night Heron,Nycticorax nycticorax,125,Species of Concern
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Mountain Cranberry-Bush, Southern Mountain Cranberry",Vaccinium erythrocarpum,114,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Ulota Moss,Ulota coarctata,65,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Clokey's Daisy, Clokey's Fleabane",Erigeron clokeyi,121,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Lion's Foot, Three-Leaved Rattlesnake-Root",Prenanthes trifoliolata,143,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Beargrass, Great Plains Yucca, Small Soapweed, Soapweed Yucca, Spanish Bayonet, Yucca",Yucca glauca,130,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Entodon Moss,Entodon concinnus,289,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Foxtail Muhly,Muhlenbergia andina,235,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,California Horkelia,Horkelia californica ssp. dissita,205,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Hairy Rupturewort,Herniaria hirsuta ssp. hirsuta,255,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Black-Edge Sedge, Black-Margined Sedge",Carex nigromarginata,179,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Bolander's Mock Dandelion,Phalacroseris bolanderi,81,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Veery,Catharus fuscescens,119,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Swainson's Thrush,Catharus ustulatus,85,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Tundra Swan,Cygnus columbianus,166,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Sphagnum,Sphagnum squarrosum,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Puccinellia distans,64,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Black Redhorse,Moxostoma duquesnei,112,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Lamp Rush,Juncus effusus var. solutus,95,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Yellow Mandarin,Prosartes lanuginosum,244,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",Ceratophyllum demersum,67,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",Potamogeton filiformis,81,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Northwest Cinquefoil, Nuttall's Cinquefoil, Slender Cinquefoil",Potentilla gracilis var. fastigiata,74,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Round Pricklyhead Poppy,Papaver hybridum,82,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Spiranthes ochroleuca,245,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Red-Breasted Sapsucker,Sphyrapicus ruber,229,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Mediterranean Rabbitsfoot Grass,Polypogon maritimus,178,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Ruby-Throated Hummingbird,Archilochus colubris,147,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Purple Meadow-Parsnip,Thaspium trifoliatum var. trifoliatum,81,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Rhabdoweisia Moss,Rhabdoweisia crispata,79,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,"Ermine, Short Tailed Weasel",Mustela erminea,146,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Ermine,Mustela erminea,146,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Lesser Wintergreen, Snowline Wintergreen",Pyrola minor,76,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Boxelder, Box-Elder",Acer negundo,72,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Amphibian,Northern Cricket Frog,Acris crepitans crepitans,132,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Banded Sculpin,Cottus carolinae,65,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,Gray Wolf,Canis lupus,60,Endangered
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Gray Wolf, Wolf",Canis lupus,60,In Recovery
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Gray Wolf, Wolf",Canis lupus,60,Endangered
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Fernleaf Yellow False Foxglove,Aureolaria pedicularia,86,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,Eastern Pipistrelle,Pipistrellus subflavus,262,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Venus' Pride,Houstonia purpurea var. calycosa,162,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Inflated Narrow-Leaf Sedge,Carex grisea,157,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Angular-Fruited Milkvine, Climbing Milkweed",Matelea gonocarpos,155,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Muchbranched Groundsmoke, Pinyon Groundsmoke",Gayophytum ramosissimum,101,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,House Finch,Haemorhous mexicanus,280,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Reptile,Eastern Rough Green Snake,Opheodrys aestivus aestivus,69,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Purpus' Phacelia,Phacelia purpusii,301,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Lemmon's Wildginger,Asarum lemmonii,80,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Sierra Nevada Bighorn Sheep,Ovis canadensis sierrae,39,Endangered
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Leatherflower, Vase-Vine Leather-Flower",Clematis viorna,242,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Yellow Spikerush,Eleocharis flavescens var. thermalis,81,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,"American Beaver, Beaver",Castor canadensis,149,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,American Beaver,Castor canadensis,149,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,Beaver,Castor canadensis,149,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Reptile,Eastern Slender Glass Lizard,Ophisaurus attenuatus longicaudus,152,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Water Sedge,Carex aquatilis,248,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Prune-Fruit Sedge,Carex corrugata,77,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Small Penstemon,Penstemon attenuatus var. pseudoprocerus,66,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Bolander's Silver Sagebrush, Silver Sagebrush",Artemisia cana ssp. bolanderi,144,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Carpenter's Square Figwort, Figwort",Scrophularia marilandica,270,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Mazus,Mazus pumilus,265,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Burk's Rockcress, Porter's Rockcress",Arabis laevigata var. burkii,153,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,False Boneset,Brickellia eupatorioides var. eupatorioides,265,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Forsythia, Weeping Forsythia",Forsythia suspensa,104,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Annual Smartweed, Marshpepper Knotweed, Mild Water-Pepper",Polygonum hydropiper,228,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Long's Rush,Juncus longii,67,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Elegant Rockcress,Arabis sparsiflora var. arcuata,109,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Cascade Mountain-Ash, Greene's Mountain-Ash",Sorbus scopulina var. scopulina,156,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Least Moonwort,Botrychium simplex,275,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Least Moonwort, Little Grapefern",Botrychium simplex,275,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Wavyleaf Indian Paintbrush,Castilleja applegatei ssp. pinetorum,39,
